timestamp_utc,timestamp_local,bidding_zone,price_eur_mwh,price_type
2021-11-08T11:00:00+00:00,2021-11-08T12:00:00+01:00,FR,112.43,imbalance_short
2021-11-08T11:00:00+00:00,2021-11-08T12:00:00+01:00,NL,154.31,imbalance_long
2021-11-08T11:00:00+00:00,2021-11-08T12:00:00+01:00,NL,154.31,imbalance_short
2021-11-08T11:15:00+00:00,2021-11-08T12:15:00+01:00,DE-LU,39.78,imbalance_long
2021-11-08T11:15:00+00:00,2021-11-08T12:15:00+01:00,DE-LU,39.78,imbalance_short
2021-11-08T11:15:00+00:00,2021-11-08T12:15:00+01:00,NL,101.07,imbalance_long
2021-11-08T11:15:00+00:00,2021-11-08T12:15:00+01:00,NL,101.07,imbalance_short
2021-11-08T11:30:00+00:00,2021-11-08T12:30:00+01:00,DE-LU,64.51,imbalance_long
2021-11-08T11:30:00+00:00,2021-11-08T12:30:00+01:00,DE-LU,64.51,imbalance_short
2021-11-08T11:30:00+00:00,2021-11-08T12:30:00+01:00,FR,90.28,imbalance_long
2021-11-08T11:30:00+00:00,2021-11-08T12:30:00+01:00,FR,99.78,imbalance_short
2021-11-08T11:30:00+00:00,2021-11-08T12:30:00+01:00,NL,125.77,imbalance_long
2021-11-08T11:30:00+00:00,2021-11-08T12:30:00+01:00,NL,125.77,imbalance_short
2021-11-08T11:45:00+00:00,2021-11-08T12:45:00+01:00,DE-LU,314.61,imbalance_long
2021-11-08T11:45:00+00:00,2021-11-08T12:45:00+01:00,DE-LU,314.61,imbalance_short
2021-11-08T11:45:00+00:00,2021-11-08T12:45:00+01:00,NL,147.23,imbalance_long
2021-11-08T11:45:00+00:00,2021-11-08T12:45:00+01:00,NL,147.23,imbalance_short
2021-11-08T12:00:00+00:00,2021-11-08T13:00:00+01:00,DE-LU,-57.93,imbalance_long
2021-11-08T12:00:00+00:00,2021-11-08T13:00:00+01:00,DE-LU,-57.93,imbalance_short
2021-11-08T12:00:00+00:00,2021-11-08T13:00:00+01:00,FR,159.13,imbalance_long
2021-11-08T12:00:00+00:00,2021-11-08T13:00:00+01:00,FR,175.89,imbalance_short
2021-11-08T12:00:00+00:00,2021-11-08T13:00:00+01:00,NL,161.98,imbalance_long
2021-11-08T12:00:00+00:00,2021-11-08T13:00:00+01:00,NL,161.98,imbalance_short
2021-11-08T12:15:00+00:00,2021-11-08T13:15:00+01:00,DE-LU,39.04,imbalance_long
2021-11-08T12:15:00+00:00,2021-11-08T13:15:00+01:00,DE-LU,39.04,imbalance_short
2021-11-08T12:15:00+00:00,2021-11-08T13:15:00+01:00,NL,217.58,imbalance_long
2021-11-08T12:15:00+00:00,2021-11-08T13:15:00+01:00,NL,217.58,imbalance_short
2021-11-08T12:30:00+00:00,2021-11-08T13:30:00+01:00,DE-LU,288.05,imbalance_long
2021-11-08T12:30:00+00:00,2021-11-08T13:30:00+01:00,DE-LU,288.05,imbalance_short
2021-11-08T12:30:00+00:00,2021-11-08T13:30:00+01:00,FR,50.11,imbalance_long
2021-11-08T12:30:00+00:00,2021-11-08T13:30:00+01:00,FR,55.39,imbalance_short
2021-11-08T12:30:00+00:00,2021-11-08T13:30:00+01:00,NL,564.58,imbalance_long
2021-11-08T12:30:00+00:00,2021-11-08T13:30:00+01:00,NL,564.58,imbalance_short
2021-11-08T12:45:00+00:00,2021-11-08T13:45:00+01:00,DE-LU,283.36,imbalance_long
2021-11-08T12:45:00+00:00,2021-11-08T13:45:00+01:00,DE-LU,283.36,imbalance_short
2021-11-08T12:45:00+00:00,2021-11-08T13:45:00+01:00,NL,564.58,imbalance_long
